URL,Title,Price,Sale,Saving,availability,usage,stock #,length,width,height,tilt bed,color,gvwr,style,trim color,payload capacity,length overall
"('https://www.onestoptrailershop.com/inventory/2026-covered-wagon-85x16-extra-height-enclosed-cargo-trailer-with-wall-e-trac-and-poly-core-siding-rear-ramp-door-barrington-nh-03825-13714072i', None)",20268.5x16 extra height enclosed cargo trailer with wall e trac and poly core siding rear ramp door,"$9,699.00",False,,In Stock,,,16 ft. 0 in.,102 ft. 0 in.,90 ft. 0 in.,,Charcoal,,Enclosed,,,
"('https://www.onestoptrailershop.com/inventory/2026-high-country-trailers-85x12-extra-height-enclosed-aluminum-trailer-loaded-with-upgrades-barrington-nh-03825-13751411i', None)",20268.5x12 extra height enclosed aluminum trailer loaded with upgrades,"$10,999.00",False,,In Stock,New,24358,12 ft. 0 in.,,7 ft. 1 in.,,,,Enclosed,,,
"('https://www.onestoptrailershop.com/inventory/2026-quality-steel-aluminum-products-llc-7x20-14000lb-gvwr-equipment-trailer-power-tilt-barrington-nh-03825-13670315i', None)","20267x20 14,000lb gvwr equipment trailer power tiltQuality Steel & Aluminum Products, LLC","$8,799.00",True,"You Save $1,500.00",In Stock,New,53293,20 ft. 0 in.,6 ft. 11 in.,1 ft. 8 in.,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-kaufman-trailers-7x22-hd-equipment-trailer-with-full-width-ramps-15000lb-gvwr-barrington-nh-03825-13821328i', None)","20257X22 HD Equipment trailer with full width ramps 15,000lb gvwr","$8,899.00",False,,In Stock,,00508,,,,,black,,,black,,
"('https://www.onestoptrailershop.com/inventory/2025-legend-trailers-8x16-premium-contractor-trailer-with-barn-doors-barrington-nh-03825-13382548i', None)",20258x16 Premium Contractor trailer with barn doorsLegend Trailers,"$16,999.00",True,"You Save $1,660.00",In Stock,New,14660,16,8,7,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-durabull-trailers-85x16-contractor-trailer-with-rear-ramp-8-foot-barrington-nh-03825-13670755i', None)",20268.5x16 contractor trailer with rear ramp & 8 footDuraBull Trailers,"$14,499.00",True,"You Save $3,521.00",In Stock,New,8516con,16,8.5,8,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-wolverine-7x22-14000lb-gvwr-aluminum-equipment-trailer-with-barrington-nh-03825-13670342i', None)",20267x22 14000lb gvwr aluminum equipment trailer withWolverine,"$10,999.00",True,"You Save $1,500.00",In Stock,New,58342,22 ft. 0 in.,7 ft. 0 in.,1 ft. 10 in.,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-wolverine-7x26-14000lb-gvwr-flatbed-utility-equipment-trailer-aluminum-barrington-nh-03825-13670368i', None)","20267x26 14,000lb gvwr flatbed utility equipment trailer aluminumWolverine","$11,799.00",True,You Save $800.00,In Stock,New,58341,26 ft. 0 in.,7 ft. 0 in.,1 ft. 10 in.,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-legend-trailers-7x12-extra-height-enclosed-cargo-trailer-with-aluminum-wheels-barrington-nh-03825-13382421i', None)",20257x12 extra height enclosed cargo trailer with aluminum wheelsLegend Trailers,"$8,995.00",True,"You Save $1,704.00",In Stock,New,14661,12,7,0.5833333333333334,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-high-country-trailers-6x12-aluminum-cargo-trailer-rear-ramp-xlt-series-barrington-nh-03825-13382479i', None)",20256x12 aluminum cargo trailer rear ramp xlt seriesHigh Country Trailers,"$5,999.00",True,You Save $900.00,In Stock,New,144798,12,6,5.833333333333333,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-high-country-trailers-6x12-aluminum-enclosed-cargo-trailer-xlt-series-rear-ramp-barrington-nh-03825-13382485i', None)",20256x12 aluminum enclosed cargo trailer Xlt series rear rampHigh Country Trailers,"$5,999.00",True,You Save $900.00,In Stock,New,44804,12,6,5.833333333333333,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-high-country-trailers-65x10-aluminum-enclosed-cargo-trailer-with-barn-doors-barrington-nh-03825-13669703i', None)",20256.5x10 Aluminum enclosed cargo trailer with barn doorsHigh Country Trailers,"$5,499.00",True,You Save $500.00,In Stock,Used,49978,10,6.5,6.083333333333333,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-nitro-2026-nitro-6x10-enclosed-cargo-trailer-flat-front-with-rear-ramp-side-door-torsion-axle-barrington-nh-03825-13669797i', None)",20262026 Nitro 6x10 enclosed cargo trailer flat front with rear ramp & side door torsion axle,"$6,250.00",True,"You Save $1,013.00",In Stock,New,09537,10,6,6.25,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-legend-trailers-7x14-extra-height-cargo-trailer-with-black-out-trim-package-rear-ramp-barrington-nh-03825-13669812i', None)",20267x14 Extra Height Cargo Trailer with black out trim package rear rampLegend Trailers,"$8,999.00",True,You Save $850.00,In Stock,New,15825,14,7,7,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-nitro-5x8-aluminum-utility-trailer-with-aluminum-wheels-barrington-nh-03825-13381917i', None)",20255x8 aluminum utility trailer with aluminum wheelsNitro,"$3,199.00",True,You Save $700.00,In Stock,New,18086,5,8,1.6666666666666665,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-wolverine-6x12-aluminum-utility-trailer-with-ramps-barrington-nh-03825-13670022i', None)",20266x12 aluminum utility trailer with rampsWolverine,"$3,799.00",True,You Save $600.00,In Stock,New,58345,12,6,1.6666666666666665,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-high-country-trailers-7x20-aluminum-car-hauler-flat-bed-utility-trailer-aluminum-deck-barrington-nh-03825-13723225i', None)",20267x20 aluminum car hauler flat bed utility trailer aluminum deckHigh Country Trailers,"$8,499.00",False,,In Stock,,54590,20,7,1.6666666666666665,,silver,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-extreme-road-trail-xt-200-4x6-off-road-dump-trailer-dual-axle-barrington-nh-03825-13382104i', None)",2025xt 200 4x6 off road dump trailer dual axleExtreme Road & Trail,"$3,499.00",True,You Save $350.00,In Stock,New,xt200,6,4,1.5,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-rance-aluminum-trailers-45x8-aluminum-dump-trailer-with-ramps-barrington-nh-03825-13382567i', None)",20254.5x8 aluminum dump trailer with rampsRance Aluminum Trailers,"$5,999.00",True,"You Save $1,000.00",In Stock,New,15829,8,4.5,1.6666666666666665,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-extreme-road-trail-xrt418-dump-trailer-55x9-with-with-ramps-tarp-kit-barrington-nh-03825-13382581i', None)",2024xrt418 dump trailer 5.5x9 with with ramps & tarp kitExtreme Road & Trail,"$6,000.00",True,You Save $999.00,In Stock,New,01536,5.5,9,1.5,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-quality-steel-aluminum-products-llc-7x14-14000lb-gvwr-dump-trailer-barrington-nh-03825-13670261i', None)","20267X14 14,000LB GVWR DUMP TRAILERQuality Steel & Aluminum Products, LLC","$9,499.00",True,"You Save $1,200.00",In Stock,New,67208,14,7,2,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-high-country-trailers-7x16-14000lb-gvwr-dump-trailer-with-ramps-and-tarp-kit-barrington-nh-03825-13751150i', None)",20267x16 14000lb gvwr dump trailer with ramps and tarp kitHigh Country Trailers,"$16,999.00",False,,In Stock,New,51188,16,17,,No,,,,,,
"('https://www.onestoptrailershop.com/inventory/2026-high-country-trailers-65x18-aluminum-utility-trailer-with-aluminum-floor-bi-fold-gates-barrington-nh-03825-13799807i', None)",20266.5X18 ALUMINUM UTILITY TRAILER WITH ALUMINUM FLOOR & BI FOLD GATESHigh Country Trailers,"$7,999.00",False,,In Stock,New,42301,18 ft. 0 in.,6 ft. 6 in.,,,,,Dual Axle,,,
"('https://www.onestoptrailershop.com/inventory/2026-high-country-trailers-65x14-aluminum-utility-trailer-dual-axle-with-atv-ramp-kit-barrington-nh-03825-13799828i', None)",20266.5x14 aluminum utility trailer dual axle with atv ramp kitHigh Country Trailers,"$5,799.00",False,,In Stock,New,51362,14 ft. 0 in.,6 ft. 6 in.,,,,,Dual Axle,,,
"('https://www.onestoptrailershop.com/inventory/2025-venture-trailers-22-24-foot-pontoon-trailer-dual-axle-barrington-nh-03825-13382536i', None)",202522-24 FOOT PONTOON TRAILER DUAL AXLEVenture Trailers,"$4,800.00",True,You Save $799.00,In Stock,New,00076,24 ft. 0 in.,8 ft. 6 in.,2 ft. 0 in.,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2025-venture-trailers-18-22-foot-pontoon-trailer-galvanized-barrington-nh-03825-13382540i', None)",202518-22 foot pontoon trailer galvanizedVenture Trailers,"$3,699.00",True,You Save $600.00,In Stock,New,00028,22 ft. 0 in.,8 ft. 6 in.,2 ft. 0 in.,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-massimo-p-24-limited-quad-lounger-barrington-nh-03825-13382605i', None)",2024P 24 Limited quad loungerMassimo,"$37,999.00",True,"You Save $26,150.00",In Stock,New,026B424,,,,,Blue,,,,,24 ft. 0 in.
"('https://www.onestoptrailershop.com/inventory/2026-nitro-85x20-extra-height-aluminum-trailer-9990lb-gvwr-with-black-out-trim-package-barrington-nh-03825-13721180i', None)",20268.5x20 extra height aluminum trailer 9990lb gvwr with black out trim package,"$14,899.00",False,,In Stock,,09841,20 ft. 0 in.,8 ft. 6 in.,7 ft. 4 in.,,,,Enclosed,,,
"('https://www.onestoptrailershop.com/inventory/2022-diamond-c-trailer-mfg-102x26-goosenck-equipmnet-trailer-20000lb-gvwr-barrington-nh-03825-13382029i', None)","2022102X26 GOOSENCK EQUIPMNET TRAILER 20,000LB GVWR","$16,749.00",True,"You Save $5,151.00",In Stock,Used,22gn26,26 ft. 0 in.,8 ft. 6 in.,2 ft. 8 in.,,,,,,,
"('https://www.onestoptrailershop.com/inventory/2024-quality-steel-aluminum-products-llc-102x26-deck-over-power-tilt-equipment-trailer-140-barrington-nh-03825-13382609i', None)","2024102x26 deck over power tilt equipment trailer 14,0Quality Steel & Aluminum Products, LLC","$11,299.00",True,"You Save $1,750.00",In Stock,New,42962,26 ft. 0 in.,8 ft. 6 in.,2 ft. 6 in.,,,,,,,
